objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,version_publishers,version_languages,version_yearpublished,version_nickname
"Viticulture: Moor Visitors Expansion","193823","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","97640660","6.82008","7.99","2.7188","0","12962","thing","Viticulture: Moor Visitors Expansion","1","6","90","90","45","2016","1,2,3,4,5,6","4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","",""
"Viticulture: Tuscany Essential Edition","202174","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","97640653","8.00592","8.54183","3.2628","0","31437","thing","Viticulture: Tuscany Essential Edition","1","6","150","150","60","2016","1,2,3,4,5,6","4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","",""
"Viticulture: Visit from the Rhine Valley","248929","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","97640663","6.9027","8.22006","2.75","0","12491","thing","Viticulture: Visit from the Rhine Valley","1","6","90","90","60","2018","1,2,3,4,5,6","3,4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","",""
"Wandering Towers","355483","0","0","0","0","0","0","0","0","0","0","1","3","","","","","","124084416","6.75705","7.35877","1.6","798","9758","thing","Wandering Towers","2","6","30","30","30","2022","3,4,5,6","4,5","6+","No necessary in-game text","","","","","","standalone","","","","",""
"War Chest","249259","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","118993372","7.38427","7.82871","2.3066","184","17173","thing","War Chest","2","4","30","30","30","2018","2,4","2","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"War Chest: Nightfall","388565","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","118993376","5.6707","8.29869","2","0","1534","thing","War Chest: Nightfall","2","4","60","60","30","2024","2,4","2","","","","","","","","expansion","","","","",""
"War Chest: Nobility","284444","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","118993373","6.44922","8.22989","2.3077","0","6087","thing","War Chest: Nobility","2","4","60","60","30","2019","2,4","2","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","",""
"War Chest: Siege","324656","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","118993374","6.18276","8.1562","2.3333","0","4705","thing","War Chest: Siege","2","4","60","60","30","2021","2,4","2,4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","",""
"War Chest: Tournament Kit","393789","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","118993378","0","7.70455","0","0","342","thing","War Chest: Tournament Kit","2","4","0","0","0","2023","","","","","","","","","","expansion","","","","",""
"War of the Ring: Kings of Middle-earth","299490","0","0","0","1","0","0","0","0","0","0","0","4","","","","","","112103737","5.85143","8.68348","3.625","0","3196","thing","War of the Ring: Kings of Middle-earth","2","4","150","150","150","2023","2,3,4","2","14+","","","","","","","expansion","","Ares Games","English","2023","English edition"
"War of the Ring: Lords of Middle-earth","122328","0","0","0","1","0","0","0","0","0","0","0","4","","","","","","112103730","7.02946","8.67281","3.8219","0","12323","thing","War of the Ring: Lords of Middle-earth","2","4","180","180","180","2012","2,3,4","2","14+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","",""
"War of the Ring: Lords of Middle-earth – Treebeard Mini-Expansion","132430","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","115739241","6.03362","7.89555","3.0909","0","5146","thing","War of the Ring: Lords of Middle-earth – Treebeard Mini-Expansion","2","4","180","180","180","2012","2,4","2","14+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","",""
"War of the Ring: Second Edition","115746","0","0","0","1","0","0","0","0","0","0","0","2","english","","","","","98891894","8.19306","8.54746","4.2248","8","39121","thing","War of the Ring: Second Edition","2","4","240","240","150","2011","2","2","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"War of the Ring: The Card Game","362944","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","98908445","6.84906","7.65025","2.9857","679","10082","thing","War of the Ring: The Card Game","2","4","120","120","90","2022","2,4","4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","Ares Games","English","2022","English edition"
"War of the Ring: The Card Game – Against the Shadow","388470","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","108845465","5.74327","7.59589","3.4667","0","3073","thing","War of the Ring: The Card Game – Against the Shadow","1","2","60","60","60","2023","1,2","1","","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","",""
"War of the Ring: The Card Game – Fire and Swords","397827","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","128374068","5.64677","8.38026","3","0","1349","thing","War of the Ring: The Card Game – Fire and Swords","2","6","60","60","60","2024","2,4,6","4,6","","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","",""
"War of the Ring: The Fate of Erebor","339076","0","0","0","1","0","0","0","0","0","0","0","4","","","","","","112103742","5.73919","8.13835","3.75","0","3479","thing","War of the Ring: The Fate of Erebor","2","4","180","180","150","2022","2,4","2","","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","",""
"War of the Ring: Warriors of Middle-earth","179404","0","0","0","1","0","0","0","0","0","0","0","4","","","","","","112103733","6.53552","8.31436","4.1212","0","9764","thing","War of the Ring: Warriors of Middle-earth","2","4","180","180","150","2016","2,4","2","14+","Unplayable in another language","","","","","","expansion","","","","",""
"Watergate","274364","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","107247979","7.39722","7.74006","2.2708","176","23663","thing","Watergate","2","2","60","60","30","2019","2","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Wayfarers of the South Tigris","350316","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","112102610","7.12946","7.78829","3.8135","351","12037","thing","Wayfarers of the South Tigris","1","4","90","90","60","2022","1,2,3,4","2","14+","No necessary in-game text","","","","","","standalone","","","","",""
"West Kingdom Mini Card Set","293647","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","97641253","5.61481","7.8224","3","0","1049","thing","West Kingdom Mini Card Set","1","6","120","120","60","2019","2","2","","No necessary in-game text","","","","","","expansion","","","","",""
"The West Kingdom Tomesaga","296152","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","97641227","6.0203","7.60231","3.3","0","7533","thing","The West Kingdom Tomesaga","2","6","240","240","60","2020","2,3","3","","","","","","","","expansion","","","","",""
"Whistle Mountain","301255","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","117709930","6.75884","7.5415","3.0105","794","6218","thing","Whistle Mountain","2","4","90","90","60","2020","2,3,4","3","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"The White Castle","371942","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","111076551","7.6458","7.99427","3.037","83","31072","thing","The White Castle","1","4","80","80","80","2023","1,2,3,4","3","12+","No necessary in-game text","","","","","","standalone","","","","",""
"The White Castle: Matcha","420321","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","125213163","6.53609","8.44364","3.25","0","6954","thing","The White Castle: Matcha","1","4","110","110","90","2024","1,2,3,4","2,3","10+","No necessary in-game text","","","","","","expansion","","","","",""
"The White Castle: Promo 1","401788","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","125435117","5.68666","7.689","3","0","1862","thing","The White Castle: Promo 1","1","4","80","80","80","2023","2,3,4","4","","No necessary in-game text","","","","","","expansion","","","","",""
"The White Castle: Promo 3","430051","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","125435107","0","7.42174","0","0","353","thing","The White Castle: Promo 3","1","4","0","0","0","2024","","","","","","","","","","expansion","","","","",""
"The White Castle: Promo 4","431374","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","125435804","5.55729","7.58768","3","0","752","thing","The White Castle: Promo 4","1","4","110","110","90","2024","","","","","","","","","","expansion","","","","",""
"Windmill Valley","403441","0","0","0","0","0","0","0","0","0","0","1","4","","","","","","121038994","6.69423","7.73684","3.0645","900","5165","thing","Windmill Valley","1","4","90","90","45","2024","1,2,3,4","3","12+","No necessary in-game text","","","","","","standalone","","","","",""
"Winner's Circle","1382","0","0","0","0","0","0","0","0","0","0","1","2","Dicetree 2nd ed","","","","","124426483","6.55782","6.98901","1.6046","1154","6094","thing","Winner's Circle","2","6","60","60","45","2001","3,4,5,6","5,6","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Winter","359857","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","118667879","5.77593","6.94933","1.3889","4902","1821","thing","Winter","2","2","10","10","10","2022","2","2","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Wir sind das Volk!: Combined Edition","407570","0","0","0","1","0","0","0","0","0","0","0","2","","","","","","130929605","5.57975","8.29015","3.8","0","294","thing","Wir sind das Volk!: Combined Edition","2","4","200","200","60","2023","2,4","2","","","","","","","","standalone","","","","",""
"Witchcraft: The Albatwitch Promo Card","426497","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","131811666","0","7.875","0","0","227","thing","Witchcraft: The Albatwitch Promo Card","1","1","40","40","25","2024","","","","","","","","","","expansion","","25th Century Games","English","2024","English edition"
"Witchcraft!","383499","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","110797870","6.48169","7.68669","2.4717","1311","6210","thing","Witchcraft!","1","1","40","40","20","2023","1","1","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Salt & Pepper Games","English","2023","Salt & Pepper Games English edition"
"World Order","403150","0","0","0","0","0","0","0","0","0","0","1","4","","","","","","111430015","5.64263","7.67112","3.5294","7376","235","thing","World Order","2","4","180","180","120","2025","2,3,4","4","","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"World Wonders","365258","0","0","0","1","0","0","0","0","0","0","0","2","","","","","","110986268","6.98788","7.62972","2.2531","494","10126","thing","World Wonders","1","5","70","70","50","2023","1,2,3,4","3","10+","No necessary in-game text","","","","","","standalone","","","","",""
"World Wonders: Mundo Wonders Pack","406746","0","0","0","0","0","0","0","0","0","0","1","3","","","","","","115017380","5.92306","8.09431","2.3333","0","2944","thing","World Wonders: Mundo Wonders Pack","1","5","70","70","50","2024","2,3,4,5","4","","No necessary in-game text","","","","","","expansion","","","","",""
"Worldbreakers: Advent of the Khanate","351991","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","131419911","5.71401","7.61126","2.5","5789","656","thing","Worldbreakers: Advent of the Khanate","1","2","45","45","30","2023","1,2","2","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Wyrmspan","410201","0","0","0","0","0","0","0","0","0","0","0","4","","","","","","114496411","7.49245","7.99112","2.8049","134","25789","thing","Wyrmspan","1","5","90","90","90","2024","1,2,3,4","3","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Yellow & Yangtze","244114","0","0","0","1","0","0","0","0","0","0","0","2","","","","","","124426496","6.80605","7.80599","3.0957","724","4226","thing","Yellow & Yangtze","2","4","90","90","90","2018","2,3,4","4","12+","No necessary in-game text","","","","","","standalone","","","","",""
"Yokohama","196340","0","0","0","0","0","0","0","0","0","0","0","3","","","","","","122252320","7.4471","7.79983","3.2776","151","17994","thing","Yokohama","2","4","90","90","90","2016","2,3,4","3","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Zombicide: Black Plague","176189","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","97640723","7.22424","7.60337","2.4759","275","29222","thing","Zombicide: Black Plague","1","6","180","180","60","2015","1,2,3,4,5,6","3","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Cool Mini Or Not; Guillotine Games","English","2015","English edition 2015"
"Zombicide: Black Plague – CMON Comics: Vol. 2 Promos","376433","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","124371706","5.52993","8.14062","0","0","508","thing","Zombicide: Black Plague – CMON Comics: Vol. 2 Promos","1","6","180","180","60","2024","","","","","","","","","","expansion","","","","",""
